,,acc_std,acceleration,bearing,bearing_std,distance,distance_std,parsed_date,parsed_time,speed,speed_std,t_user_id,timediff,transportation_mode
0,0,0.070805412781,-0.00191684143233,134.329147936,112.345253017,562434.721227,26345.1342609,2008-03-28,2008-03-28 20:24:31-03:00,8.27193470569,10.0872146977,10.0,86814.0,train
1,0,0.0633270876273,-0.00108816741884,211.016310397,94.091362897,598181.095033,24330.3909436,2008-03-29,2008-03-29 04:33:01-03:00,16.4651571986,11.5213635189,10.0,30443.0,train
2,0,0.0696442746319,-0.00288192118914,149.693009613,153.209700405,649913.579953,40757.9347058,2008-03-30,2008-03-30 07:23:53-03:00,8.32196367872,11.4267464879,10.0,38295.0,train
3,0,0.184230897728,0.0237997469496,195.073215235,99.8437730948,646036.032502,47356.7763561,2008-03-31,2008-03-31 21:36:25-03:00,16.3677969227,10.4902005105,10.0,87465.0,train
4,0,0.0907575144828,-0.00354508437675,159.606982808,118.918209445,594067.800734,44035.3867415,2008-04-01,2008-04-01 10:34:17-03:00,13.5140766833,13.0995972313,10.0,86520.0,train
5,0,1.05597665061,0.0683435947595,72.802863077,46.7924324462,7319.63159255,34.4690299119,2008-04-02,2008-04-02 11:24:21-03:00,7.24703322456,3.69846852942,10.0,1584.0,bus
6,0,0.713596307504,0.0591463928784,273.405201158,60.6406186436,1073.94958267,3.6810506196,2008-04-02,2008-04-02 06:30:57-03:00,5.97029657097,3.63915184109,10.0,203.0,taxi
7,0,0.456543845262,0.00852595955875,207.383150419,58.0489590211,755.418663632,1.64602462853,2008-04-02,2008-04-02 06:09:26-03:00,1.08508450514,0.47719276054,10.0,1139.0,walk
8,0,0.626744289787,-0.0227400626192,111.103322511,39.6815520288,4902.12072065,5.36285408945,2008-04-03,2008-04-03 13:55:24-03:00,12.7992708111,5.36285408945,10.0,385.0,taxi
9,0,0.632397544108,0.00261685218633,111.109882839,90.8493601923,922820.011755,1167.67942447,2008-04-03,2008-04-03 09:55:20-03:00,19.9705700438,7.22963978858,10.0,137079.0,train
10,0,0.432607150317,0.00112546408938,170.66771421,102.075656803,103689.079058,8.42219461254,2008-04-04,2008-04-04 04:31:28-03:00,25.2925581552,8.32695908543,10.0,12092.0,taxi
11,0,0.451557747131,0.000641384095878,105.175433403,71.9958581633,2747396.0328,6960.82243844,2008-04-04,2008-04-04 10:21:43-03:00,16.8212958944,8.55123727308,10.0,135496.0,train
12,0,1.02739631271,0.010641325969,171.118360982,148.00871961,178.496398338,2.85481157149,2008-04-04,2008-04-04 04:27:25-03:00,1.35474651836,0.831620834568,10.0,205.0,walk
13,0,0.507310221797,0.0174868591956,109.637888271,47.7555046959,1330445.79712,550.753607863,2008-04-05,2008-04-05 00:00:13-03:00,24.0453845974,8.95045609292,10.0,86376.0,train
14,0,0.222716114388,-0.00214920886391,84.3848219541,80.9261224104,15808.0925109,60.1801669614,2008-04-06,2008-04-06 09:30:20-03:00,4.84303931863,4.01125224001,10.0,3066.0,bus
15,0,4.26867550197,0.119120714262,91.7709649685,111.670974167,810347.295577,1191.60341563,2008-04-06,2008-04-06 00:00:04-03:00,35.5493403912,14.2232667115,10.0,33512.0,train
16,0,3.84423728519,0.0691175538286,155.582125767,70.3869719753,30144.5323691,14.8422791941,2008-05-18,2008-05-18 07:24:54-03:00,13.7416376854,8.0501343145,10.0,2330.0,bus
17,0,1.75034912736,0.0282800178223,240.321224475,122.704972021,160245.04771,40.0793807886,2008-05-19,2008-05-19 05:53:50-03:00,22.3939916593,7.56026372128,10.0,93258.0,bus
18,0,0.444362498255,-0.00227259944298,318.853879047,49.7375126948,1806.84519711,17.8329548224,2008-06-13,2008-06-13 21:18:47-03:00,1.31068179406,0.592154323497,10.0,1643.0,walk
19,0,1.38671196318,0.00458219600003,88.654920656,55.3759087241,77308.4992687,11.565695698,2008-06-15,2008-06-15 22:17:13-03:00,21.7112678318,7.76767248776,10.0,3628.0,train
20,0,0.652173939906,0.0255024802048,189.447269094,74.0168954026,19773.6307989,102.920084574,2008-06-16,2008-06-16 01:51:00-03:00,8.18335435672,6.08109935723,10.0,87130.0,bus
21,0,1.41417491338,0.0154300049343,281.230196543,26.0997783349,39016.4335447,13.8063290872,2008-06-16,2008-06-16 09:48:43-03:00,16.1107889525,7.85136855165,10.0,2405.0,train
22,0,0.347205628801,0.00359901156133,168.629667981,109.276693899,49208.4399707,848.810803996,2008-06-16,2008-06-16 02:31:34-03:00,1.57472195853,0.431048149392,10.0,29791.0,walk
23,0,1.29703465826,0.0145965071098,126.395824354,65.5342795264,7099.8217295,7.40943779931,2008-06-17,2008-06-17 09:44:44-03:00,4.71748162906,3.57925195529,10.0,1903.0,bus
24,0,1.11691726218,-0.00673940981717,251.380029206,115.119262041,3469.73968448,5.53779413183,2008-06-17,2008-06-17 12:30:29-03:00,8.45846474337,4.15666396648,10.0,410.0,taxi
25,0,0.774644681618,-0.000188348278909,154.786762238,48.4515382165,141425.133906,20.5389393687,2008-06-17,2008-06-17 11:08:22-03:00,31.9319568226,13.8994729357,10.0,4437.0,train
26,0,1.08838760314,-0.00817311255245,174.439564003,110.425195199,113034.061871,4406.02312089,2008-06-17,2008-06-17 10:53:07-03:00,1.51967998908,1.11702155623,10.0,5804.0,walk
27,0,1.02995563049,0.0274018405373,180.599734908,80.7168856783,58268.4164342,214.862075724,2008-06-18,2008-06-18 13:01:58-03:00,8.06967723553,4.29415981325,10.0,93813.0,bus
28,0,1.97648004886,-0.000186528205934,309.052558035,105.654888176,5897.47819019,8.32975849705,2008-06-18,2008-06-18 04:46:20-03:00,14.4337308692,5.13634800795,10.0,515.0,subway
29,0,1.04348503129,0.0179818236195,243.872894224,135.730871051,5947.49979687,104.539412825,2008-06-18,2008-06-18 00:50:03-03:00,5.90961147374,4.66619811673,10.0,86597.0,taxi
30,0,0.684900556347,0.000543537982262,193.545830498,80.1125187267,840513.402254,1449.52744798,2008-06-18,2008-06-18 01:48:28-03:00,21.6086820248,9.3973975876,10.0,165761.0,train
31,0,0.825924972585,0.0231873737929,171.968518385,94.9648454812,144457.268137,2607.46527925,2008-06-18,2008-06-18 00:34:09-03:00,1.66048250986,0.829812960632,10.0,52632.0,walk
32,0,0.593653399072,0.000531628680789,235.436638791,119.844257521,1606396.09619,1533.7720337,2008-06-19,2008-06-19 00:54:58-03:00,23.1423875292,8.84425007312,10.0,169501.0,train
33,0,0.458184090467,0.00610154716176,140.259576468,127.005178553,2385.74411945,0.771524001189,2008-06-19,2008-06-19 10:04:08-03:00,1.31154742221,0.387237195699,10.0,1880.0,walk
34,0,1.44960140472,0.0305017256707,216.201044543,124.144870397,3625.18481925,5.40226657577,2008-06-20,2008-06-20 13:02:01-03:00,7.61681534873,3.96536727188,10.0,598.0,taxi
35,0,0.561543049314,-0.00027481372387,105.613639592,119.163518319,396626.688723,179.106002879,2008-06-20,2008-06-20 00:00:00-03:00,23.255005618,9.35317771491,10.0,46479.0,train
36,0,0.551893440874,0.010264850269,220.381553926,75.8774733032,205718.555398,8292.51667366,2008-06-20,2008-06-20 01:30:27-03:00,1.31816367792,0.527408711017,10.0,41466.0,walk
37,0,1.10239154322,0.0103956754608,162.794248388,106.446779717,20994.1841492,59.4120075542,2008-06-28,2008-06-28 07:21:15-03:00,9.38823152053,4.72531568614,10.0,119161.0,taxi
38,0,1.05509054732,0.0455389976377,183.144288059,128.624425399,3740.85169499,140.138795565,2008-06-28,2008-06-28 07:33:35-03:00,1.60733825129,0.936711075541,10.0,31342.0,walk
39,0,0.694842906539,0.00495030058938,147.033729945,63.2611436023,65385.8022071,526.645878039,2008-08-01,2008-08-01 08:00:54-03:00,13.6734878595,8.00918158363,10.0,86732.0,bus
40,0,1.33858085215,0.0180986998456,167.498347904,104.309902706,86352.3480768,437.817245098,2008-08-01,2008-08-01 04:25:10-03:00,16.4699375657,6.29988891861,10.0,172799.0,subway
41,0,0.661611000324,0.000889353135564,85.9397680674,40.6221129452,500574.689177,407.060676841,2008-08-01,2008-08-01 09:09:36-03:00,21.9819751501,7.329046324,10.0,111022.0,train
42,0,1.96863857797,-0.0293977246064,153.074883798,94.5942515746,1961844.77119,35652.8799015,2008-08-01,2008-08-01 07:05:18-03:00,1.81346754434,2.05078844923,10.0,101382.0,walk
43,0,1.1107497952,0.0147040381977,116.805708346,110.510218679,2291.91968811,5.52662710787,2008-09-15,2008-09-15 23:54:20-03:00,8.15022424206,3.42937688661,10.0,339.0,bus
44,0,2.74016744282,0.0325040816718,176.300978614,138.419052817,8980.09790982,88.4062963372,2008-09-16,2008-09-16 00:24:55-03:00,5.61693719275,4.1753795244,10.0,86531.0,bus
45,0,2.27963008754,0.0342834726815,214.932540226,101.202496992,11835.674848,17.8519087031,2008-09-16,2008-09-16 00:58:53-03:00,11.2370574361,7.29981842272,10.0,39852.0,subway
46,0,1.14745166988,-0.00282264977547,200.374332409,137.26739774,246163.068848,3091.99027134,2008-09-16,2008-09-16 23:26:58-03:00,9.62954075266,6.16015394414,10.0,88346.0,taxi
47,0,1.42073969808,-0.0241583248878,213.231987161,100.293013866,225710.026688,2321.75961733,2008-09-16,2008-09-16 13:15:29-03:00,33.036936033,18.6911072603,10.0,36013.0,train
48,0,1.15339329793,-0.00416926736946,181.409942112,115.108348896,139471.442056,3366.54039161,2008-09-16,2008-09-16 00:02:59-03:00,1.70752856072,1.17606987246,10.0,79934.0,walk
49,0,2.00823563226,0.016619085388,229.022421623,88.0276477034,118203.403625,3153.55248327,2008-09-17,2008-09-17 10:15:11-03:00,7.49591581934,4.92565638154,10.0,46001.0,bus
50,0,1.01023503997,0.00943212329569,145.707088632,131.680308872,231619.321553,9563.47308121,2008-09-17,2008-09-17 00:02:57-03:00,4.4518514529,4.24804759917,10.0,172622.0,taxi
51,0,1.19644435265,-0.0309815290584,207.599978525,98.2645914045,223827.264301,3711.27158278,2008-09-17,2008-09-17 11:05:33-03:00,32.04967601,17.6494144214,10.0,46137.0,train
52,0,1.01742321976,0.00727132452696,106.749606966,61.7137461621,107870.224667,5661.29731446,2008-09-17,2008-09-17 10:42:22-03:00,1.52751775703,0.86523164441,10.0,44686.0,walk
53,0,1.73532539105,0.0192453564013,179.997002397,67.677207065,11429.8224125,149.132724443,2008-09-18,2008-09-18 11:50:18-03:00,6.72344787275,3.62602250971,10.0,86647.0,bus
54,0,2.70962166997,0.00482835699124,232.449045585,102.141255219,12076.4039187,10.3445825628,2008-09-18,2008-09-18 00:41:58-03:00,13.2204771998,7.14541144792,10.0,36661.0,subway
55,0,1.48745086105,0.0638098215543,105.364924266,148.948993822,4421.63253904,22.5394430848,2008-09-18,2008-09-18 00:02:14-03:00,7.33351582222,6.1491788789,10.0,87160.0,taxi
56,0,0.577485919612,0.137865950858,260.80910311,124.234928304,12703.7426183,23.7957657966,2008-09-18,2008-09-18 23:45:08-03:00,32.0720831128,18.5748328323,10.0,396.0,train
57,0,0.939937247091,-0.00495213944954,208.755660449,106.62847412,22123.2235625,387.768512005,2008-09-18,2008-09-18 00:35:47-03:00,1.52257006873,0.929683809077,10.0,41039.0,walk
58,0,1.29735460978,0.0120887064358,185.16948425,94.0046791141,17989.2503627,100.116842012,2008-09-19,2008-09-19 11:36:41-03:00,5.61130435546,3.2691469748,10.0,87930.0,bus
59,0,2.12389269409,-0.0486392563042,171.05634151,12.1034571785,5991.2500481,253.346881098,2008-09-19,2008-09-19 10:47:14-03:00,11.9061845524,6.24538548098,10.0,528.0,subway
60,0,0.965973893982,0.0124361745011,217.52198102,152.53992988,18410.2926666,7.82004445465,2008-09-19,2008-09-19 00:45:26-03:00,10.3682855904,6.10973495845,10.0,2127.0,taxi
61,0,0.864147006095,-0.0689234334731,181.12567522,71.8541857075,121815.390298,2909.45419268,2008-09-19,2008-09-19 00:09:27-03:00,33.1877805927,17.6787478016,10.0,45967.0,train
62,0,1.71561037792,-0.0702698459306,89.0144789635,95.4733410164,124201.705453,4940.88204583,2008-09-19,2008-09-19 10:42:35-03:00,1.95426472473,1.67119114475,10.0,8807.0,walk
63,0,0.960762694115,0.0358929556356,349.068243189,4.27732209354,250.457342522,2.23583805735,2008-09-21,2008-09-21 23:59:20-03:00,6.56425000252,0.886521166449,10.0,38.0,subway
64,0,1.05875875164,0.0176588838135,99.2459608929,139.781651605,4711.9059895,14.3944571439,2008-09-21,2008-09-21 23:12:04-03:00,3.058462994,4.21627374052,10.0,87884.0,taxi
65,0,1.07972697035,-0.0125743565516,268.312762239,95.6626583149,111977.428729,3643.56112498,2008-09-21,2008-09-21 22:25:20-03:00,32.7550624537,18.6703860125,10.0,1756.0,train
66,0,2.08937922187,0.0373167097492,225.863157975,107.186622628,11209.4441463,10.4993061889,2008-09-22,2008-09-22 00:00:00-03:00,13.8699001265,6.40847277637,10.0,41024.0,subway
67,0,0.783610824926,0.0253156102693,157.810390549,70.0846586161,5989.78197759,45.574396478,2008-09-22,2008-09-22 11:49:33-03:00,9.41435254399,5.01086750994,10.0,86964.0,taxi
68,0,1.07554859581,-0.0233245734632,200.113208003,96.424474621,224099.210385,3703.64969971,2008-09-22,2008-09-22 12:25:04-03:00,32.8214523023,18.0655637959,10.0,41357.0,train
69,0,0.771079154663,-0.0101382530386,89.3358148501,42.7950346597,1308.05080673,2.0222053326,2008-09-22,2008-09-22 13:05:06-03:00,1.52336161004,0.806142894066,10.0,3258.0,walk
70,0,1.87969875184,-0.0393133765731,136.121668091,104.334880939,2195.39161347,5.87929497948,2008-09-23,2008-09-23 14:27:12-03:00,9.76565421921,4.04476660238,10.0,275.0,bus
71,0,1.57822831266,0.00667609395145,242.291535094,102.570365506,11752.3100327,13.0307926485,2008-09-23,2008-09-23 00:58:50-03:00,13.4838714247,6.2665869408,10.0,41285.0,subway
72,0,1.26169252824,0.0208230135631,127.026033759,129.435433319,123259.098084,2687.5498299,2008-09-23,2008-09-23 00:12:50-03:00,5.46075479831,5.24107432189,10.0,169427.0,taxi
73,0,1.44267416487,-0.0579419869347,202.122451672,95.2931372532,223129.46497,3093.89243487,2008-09-23,2008-09-23 13:16:41-03:00,32.5408707713,18.4389775567,10.0,38265.0,train
74,0,1.19297859543,-0.00414014824135,226.656522885,64.6557609802,121754.498325,7350.85266971,2008-09-23,2008-09-23 01:09:43-03:00,1.74685866035,1.16085314181,10.0,47036.0,walk
75,0,1.88793564976,0.0104123907411,237.876197882,112.383718736,11722.675372,72.0815564878,2008-09-24,2008-09-24 01:23:26-03:00,12.1517231664,6.27949007179,10.0,41316.0,subway
76,0,1.5227885828,-0.0117757304137,120.219447879,125.664913025,255889.680094,2878.42627128,2008-09-24,2008-09-24 00:04:09-03:00,4.2991433036,5.02155881666,10.0,172541.0,taxi
77,0,0.983735479755,-0.0261702050346,203.527481356,98.7847357878,224136.56555,3603.70607335,2008-09-24,2008-09-24 13:40:01-03:00,31.9913839028,18.2765508088,10.0,36873.0,train
78,0,1.028291201,0.0129067883867,185.706130244,104.218895741,6838.29334669,239.021874648,2008-09-24,2008-09-24 01:33:33-03:00,1.74241496525,0.880106844996,10.0,40969.0,walk
79,0,2.1491298481,-0.0387057768976,293.125190498,118.240563484,5695.57001334,8.7650788223,2008-09-25,2008-09-25 00:50:10-03:00,12.5300049191,6.83647488646,10.0,497.0,subway
80,0,1.44190424702,-0.00309082178615,120.772554224,117.663986284,230829.571453,3678.75921764,2008-09-25,2008-09-25 00:10:04-03:00,5.25634363824,5.29862858246,10.0,172195.0,taxi
81,0,0.948160924019,-0.0192617346623,203.106391126,95.4416739852,223727.694275,3749.50585845,2008-09-25,2008-09-25 11:15:24-03:00,33.1009855886,18.0443086753,10.0,44636.0,train
82,0,0.880155385502,-0.00029808246938,262.347898598,32.4842589477,300.079394574,0.946276703081,2008-09-25,2008-09-25 01:00:20-03:00,1.51047186082,0.682903845021,10.0,198.0,walk
83,0,1.73124176489,0.0276935992956,210.42278157,98.4559464761,11635.4386438,104.669305079,2008-09-26,2008-09-26 00:53:52-03:00,13.9550337719,6.74731689835,10.0,36512.0,subway
84,0,1.27561887968,-0.00766037604107,132.897166406,115.569634074,335137.439012,4109.63606542,2008-09-26,2008-09-26 00:03:19-03:00,5.81659887381,5.1049839119,10.0,133309.0,taxi
85,0,0.981650578896,-0.019321924926,209.345784591,113.314707551,187388.808499,2746.37035957,2008-09-26,2008-09-26 12:05:43-03:00,27.7450254319,19.1026886721,10.0,42024.0,train
86,0,1.27967606948,-0.0186651564732,193.750799921,100.953352797,123607.161788,4454.6077642,2008-09-26,2008-09-26 01:03:45-03:00,1.61038663427,1.22244645097,10.0,43787.0,walk
87,0,1.63434961759,-0.0488452779461,128.908646132,97.6104670101,2296.83028822,5.2059595995,2008-09-27,2008-09-27 13:30:54-03:00,8.41593103975,3.78256467512,10.0,272.0,bus
88,0,1.72079159062,0.000255373819839,164.955845239,50.2550715695,20767.7564138,7.49943407925,2008-09-27,2008-09-27 11:42:13-03:00,7.80846497462,5.85312771786,10.0,2836.0,car
89,0,1.1227435835,-0.0656818719173,303.797226932,111.20371862,5775.91075205,7.61101510001,2008-09-27,2008-09-27 01:14:00-03:00,14.6707235065,5.32370435266,10.0,484.0,subway
90,0,1.01728936837,0.0139600785432,174.84466106,151.560193887,125311.32143,3104.80015935,2008-09-27,2008-09-27 00:36:41-03:00,7.00926144928,4.59910174318,10.0,168481.0,taxi
91,0,0.792667972736,0.0301895578274,236.971902326,98.412395825,170708.718508,1979.41394807,2008-09-27,2008-09-27 00:00:13-03:00,32.9079955698,20.7267369936,10.0,85893.0,train
92,0,0.834707321105,-0.0100387617542,242.775687983,63.8972987644,243239.479793,10197.9012957,2008-09-27,2008-09-27 13:20:16-03:00,1.77685949847,0.761255096741,10.0,86617.0,walk
93,0,1.48084011084,-0.00219900237519,231.141309712,98.6736937005,11211.0411252,7.7815330136,2008-09-28,2008-09-28 01:06:28-03:00,14.7700273075,5.30412364982,10.0,40141.0,subway
94,0,0.93305013136,0.0196547032342,98.3466378899,148.898607102,6785.99153611,103.06838076,2008-09-28,2008-09-28 00:32:41-03:00,4.68505867467,5.52516968623,10.0,86876.0,taxi
95,0,1.62679400204,-0.00198755467145,223.881332351,43.2118289282,1342217.51006,1918.23704528,2008-09-28,2008-09-28 15:47:25-03:00,30.5594227853,10.9851232154,10.0,115954.0,train
96,0,0.68277071146,-0.00489791510654,209.591324721,98.4488916705,12217.3378783,458.463441453,2008-09-28,2008-09-28 01:16:21-03:00,1.48843766239,0.609399006807,10.0,41581.0,walk
97,0,0.908550900028,0.0212052895249,168.00540507,147.697496581,15190.205855,179.688555351,2008-09-29,2008-09-29 21:31:57-03:00,7.49067056848,3.9504137062,10.0,86850.0,bus
98,0,0.80259763464,0.000481456247093,269.170906418,62.4957453486,2136727.82729,3098.09509488,2008-09-29,2008-09-29 10:36:34-03:00,23.3074644132,9.6886198261,10.0,123733.0,train
99,0,1.23190807136,0.00347188360537,168.294405985,106.262740909,604129.410806,12967.6648163,2008-09-29,2008-09-29 07:16:48-03:00,1.37172507672,1.12197585988,10.0,60191.0,walk
100,0,0.536313260403,-0.00302318586054,164.152246329,33.8791301968,6700.56767037,6.97521522689,2008-09-30,2008-09-30 02:43:02-03:00,14.0635172386,4.6897114405,10.0,476.0,taxi
101,0,,,226.89578489,60.4514795859,835519.827331,18.3503969277,2008-09-30,2008-09-30 04:02:17-03:00,inf,,10.0,71862.0,train
102,0,0.999936551175,-0.000512044619022,155.951942009,106.97390584,444067.392413,4682.097268,2008-09-30,2008-09-30 00:00:00-03:00,1.41372544543,0.944088113643,10.0,57576.0,walk
103,0,1.11017021176,0.0100108083837,150.629480998,100.398954671,255452.497061,4907.77482176,2008-10-01,2008-10-01 06:19:55-03:00,11.3435117622,6.56116420512,10.0,147188.0,taxi
104,0,0.969949120768,-0.00107780122019,197.752740064,41.488339285,701835.924687,52.9204806632,2008-10-01,2008-10-01 00:00:00-03:00,25.4806439614,4.19639397792,10.0,37304.0,train
105,0,0.705136009294,-0.00309376765805,191.166487325,103.045789339,246928.064823,4162.53674746,2008-10-01,2008-10-01 05:41:32-03:00,1.21359019157,0.691080286488,10.0,63723.0,walk
