parsed_time,distance_mean,speed_mean,acc_mean,bearing_mean,distance_min,speed_min,acc_min,bearing_min,distance_max,speed_max,acc_max,bearing_max,distance_median,speed_median,acc_median,bearing_median,distance_std,speed_std,acc_std,bearing_std,class
2008-03-28,562434.721227,8.27193470569,-0.00191684143233,134.329147936,562434.721227,8.27193470569,-0.00191684143233,134.329147936,562434.721227,8.27193470569,-0.00191684143233,134.329147936,562434.721227,8.27193470569,-0.00191684143233,134.329147936,26345.1342609,10.0872146977,0.070805412781,112.345253017,train
2008-03-29,598181.095033,16.4651571986,-0.00108816741884,211.016310397,598181.095033,16.4651571986,-0.00108816741884,211.016310397,598181.095033,16.4651571986,-0.00108816741884,211.016310397,598181.095033,16.4651571986,-0.00108816741884,211.016310397,24330.3909436,11.5213635189,0.0633270876273,94.091362897,train
2008-03-30,649913.579953,8.32196367872,-0.00288192118914,149.693009613,649913.579953,8.32196367872,-0.00288192118914,149.693009613,649913.579953,8.32196367872,-0.00288192118914,149.693009613,649913.579953,8.32196367872,-0.00288192118914,149.693009613,40757.9347058,11.4267464879,0.0696442746319,153.209700405,train
2008-04-01,646036.032502,16.3677969227,0.0237997469496,195.073215235,646036.032502,16.3677969227,0.0237997469496,195.073215235,646036.032502,16.3677969227,0.0237997469496,195.073215235,646036.032502,16.3677969227,0.0237997469496,195.073215235,47356.7763561,10.4902005105,0.184230897728,99.8437730948,train
2008-04-01,594067.800734,13.5140766833,-0.00354508437675,159.606982808,594067.800734,13.5140766833,-0.00354508437675,159.606982808,594067.800734,13.5140766833,-0.00354508437675,159.606982808,594067.800734,13.5140766833,-0.00354508437675,159.606982808,44035.3867415,13.0995972313,0.0907575144828,118.918209445,train
2008-04-02,7319.63159255,7.24703322456,0.0683435947595,72.802863077,7319.63159255,7.24703322456,0.0683435947595,72.802863077,7319.63159255,7.24703322456,0.0683435947595,72.802863077,7319.63159255,7.24703322456,0.0683435947595,72.802863077,34.4690299119,3.69846852942,1.05597665061,46.7924324462,bus
2008-04-02,1073.94958267,5.97029657097,0.0591463928784,273.405201158,1073.94958267,5.97029657097,0.0591463928784,273.405201158,1073.94958267,5.97029657097,0.0591463928784,273.405201158,1073.94958267,5.97029657097,0.0591463928784,273.405201158,3.6810506196,3.63915184109,0.713596307504,60.6406186436,taxi
2008-04-02,755.418663632,1.08508450514,0.00852595955875,207.383150419,755.418663632,1.08508450514,0.00852595955875,207.383150419,755.418663632,1.08508450514,0.00852595955875,207.383150419,755.418663632,1.08508450514,0.00852595955875,207.383150419,1.64602462853,0.47719276054,0.456543845262,58.0489590211,walk
2008-04-03,922820.011755,19.9705700438,0.00261685218633,111.109882839,922820.011755,19.9705700438,0.00261685218633,111.109882839,922820.011755,19.9705700438,0.00261685218633,111.109882839,922820.011755,19.9705700438,0.00261685218633,111.109882839,1167.67942447,7.22963978858,0.632397544108,90.8493601923,train
2008-04-03,4902.12072065,12.7992708111,-0.0227400626192,111.103322511,4902.12072065,12.7992708111,-0.0227400626192,111.103322511,4902.12072065,12.7992708111,-0.0227400626192,111.103322511,4902.12072065,12.7992708111,-0.0227400626192,111.103322511,5.36285408945,5.36285408945,0.626744289787,39.6815520288,taxi
2008-04-04,2747396.0328,16.8212958944,0.000641384095878,105.175433403,2747396.0328,16.8212958944,0.000641384095878,105.175433403,2747396.0328,16.8212958944,0.000641384095878,105.175433403,2747396.0328,16.8212958944,0.000641384095878,105.175433403,6960.82243844,8.55123727308,0.451557747131,71.9958581633,train
2008-04-04,103689.079058,25.2925581552,0.00112546408938,170.66771421,103689.079058,25.2925581552,0.00112546408938,170.66771421,103689.079058,25.2925581552,0.00112546408938,170.66771421,103689.079058,25.2925581552,0.00112546408938,170.66771421,8.42219461254,8.32695908543,0.432607150317,102.075656803,taxi
2008-04-04,178.496398338,1.35474651836,0.010641325969,171.118360982,178.496398338,1.35474651836,0.010641325969,171.118360982,178.496398338,1.35474651836,0.010641325969,171.118360982,178.496398338,1.35474651836,0.010641325969,171.118360982,2.85481157149,0.831620834568,1.02739631271,148.00871961,walk
2008-04-05,1330445.79712,24.0453845974,0.0174868591956,109.637888271,1330445.79712,24.0453845974,0.0174868591956,109.637888271,1330445.79712,24.0453845974,0.0174868591956,109.637888271,1330445.79712,24.0453845974,0.0174868591956,109.637888271,550.753607863,8.95045609292,0.507310221797,47.7555046959,train
2008-04-06,810347.295577,35.5493403912,0.119120714262,91.7709649685,810347.295577,35.5493403912,0.119120714262,91.7709649685,810347.295577,35.5493403912,0.119120714262,91.7709649685,810347.295577,35.5493403912,0.119120714262,91.7709649685,1191.60341563,14.2232667115,4.26867550197,111.670974167,train
2008-04-06,15808.0925109,4.84303931863,-0.00214920886391,84.3848219541,15808.0925109,4.84303931863,-0.00214920886391,84.3848219541,15808.0925109,4.84303931863,-0.00214920886391,84.3848219541,15808.0925109,4.84303931863,-0.00214920886391,84.3848219541,60.1801669614,4.01125224001,0.222716114388,80.9261224104,bus
2008-05-18,30144.5323691,13.7416376854,0.0691175538286,155.582125767,30144.5323691,13.7416376854,0.0691175538286,155.582125767,30144.5323691,13.7416376854,0.0691175538286,155.582125767,30144.5323691,13.7416376854,0.0691175538286,155.582125767,14.8422791941,8.0501343145,3.84423728519,70.3869719753,bus
2008-05-19,160245.04771,22.3939916593,0.0282800178223,240.321224475,160245.04771,22.3939916593,0.0282800178223,240.321224475,160245.04771,22.3939916593,0.0282800178223,240.321224475,160245.04771,22.3939916593,0.0282800178223,240.321224475,40.0793807886,7.56026372128,1.75034912736,122.704972021,bus
2008-06-14,1806.84519711,1.31068179406,-0.00227259944298,318.853879047,1806.84519711,1.31068179406,-0.00227259944298,318.853879047,1806.84519711,1.31068179406,-0.00227259944298,318.853879047,1806.84519711,1.31068179406,-0.00227259944298,318.853879047,17.8329548224,0.592154323497,0.444362498255,49.7375126948,walk
2008-06-16,77308.4992687,21.7112678318,0.00458219600003,88.654920656,77308.4992687,21.7112678318,0.00458219600003,88.654920656,77308.4992687,21.7112678318,0.00458219600003,88.654920656,77308.4992687,21.7112678318,0.00458219600003,88.654920656,11.565695698,7.76767248776,1.38671196318,55.3759087241,train
2008-06-16,39016.4335447,16.1107889525,0.0154300049343,281.230196543,39016.4335447,16.1107889525,0.0154300049343,281.230196543,39016.4335447,16.1107889525,0.0154300049343,281.230196543,39016.4335447,16.1107889525,0.0154300049343,281.230196543,13.8063290872,7.85136855165,1.41417491338,26.0997783349,train
2008-06-16,19773.6307989,8.18335435672,0.0255024802048,189.447269094,19773.6307989,8.18335435672,0.0255024802048,189.447269094,19773.6307989,8.18335435672,0.0255024802048,189.447269094,19773.6307989,8.18335435672,0.0255024802048,189.447269094,102.920084574,6.08109935723,0.652173939906,74.0168954026,bus
2008-06-16,49208.4399707,1.57472195853,0.00359901156133,168.629667981,49208.4399707,1.57472195853,0.00359901156133,168.629667981,49208.4399707,1.57472195853,0.00359901156133,168.629667981,49208.4399707,1.57472195853,0.00359901156133,168.629667981,848.810803996,0.431048149392,0.347205628801,109.276693899,walk
2008-06-17,141425.133906,31.9319568226,-0.000188348278909,154.786762238,141425.133906,31.9319568226,-0.000188348278909,154.786762238,141425.133906,31.9319568226,-0.000188348278909,154.786762238,141425.133906,31.9319568226,-0.000188348278909,154.786762238,20.5389393687,13.8994729357,0.774644681618,48.4515382165,train
2008-06-17,7099.8217295,4.71748162906,0.0145965071098,126.395824354,7099.8217295,4.71748162906,0.0145965071098,126.395824354,7099.8217295,4.71748162906,0.0145965071098,126.395824354,7099.8217295,4.71748162906,0.0145965071098,126.395824354,7.40943779931,3.57925195529,1.29703465826,65.5342795264,bus
2008-06-17,3469.73968448,8.45846474337,-0.00673940981717,251.380029206,3469.73968448,8.45846474337,-0.00673940981717,251.380029206,3469.73968448,8.45846474337,-0.00673940981717,251.380029206,3469.73968448,8.45846474337,-0.00673940981717,251.380029206,5.53779413183,4.15666396648,1.11691726218,115.119262041,taxi
2008-06-17,113034.061871,1.51967998908,-0.00817311255245,174.439564003,113034.061871,1.51967998908,-0.00817311255245,174.439564003,113034.061871,1.51967998908,-0.00817311255245,174.439564003,113034.061871,1.51967998908,-0.00817311255245,174.439564003,4406.02312089,1.11702155623,1.08838760314,110.425195199,walk
2008-06-18,840513.402254,21.6086820248,0.000543537982262,193.545830498,840513.402254,21.6086820248,0.000543537982262,193.545830498,840513.402254,21.6086820248,0.000543537982262,193.545830498,840513.402254,21.6086820248,0.000543537982262,193.545830498,1449.52744798,9.3973975876,0.684900556347,80.1125187267,train
2008-06-18,58268.4164342,8.06967723553,0.0274018405373,180.599734908,58268.4164342,8.06967723553,0.0274018405373,180.599734908,58268.4164342,8.06967723553,0.0274018405373,180.599734908,58268.4164342,8.06967723553,0.0274018405373,180.599734908,214.862075724,4.29415981325,1.02995563049,80.7168856783,bus
2008-06-18,5947.49979687,5.90961147374,0.0179818236195,243.872894224,5947.49979687,5.90961147374,0.0179818236195,243.872894224,5947.49979687,5.90961147374,0.0179818236195,243.872894224,5947.49979687,5.90961147374,0.0179818236195,243.872894224,104.539412825,4.66619811673,1.04348503129,135.730871051,taxi
2008-06-18,144457.268137,1.66048250986,0.0231873737929,171.968518385,144457.268137,1.66048250986,0.0231873737929,171.968518385,144457.268137,1.66048250986,0.0231873737929,171.968518385,144457.268137,1.66048250986,0.0231873737929,171.968518385,2607.46527925,0.829812960632,0.825924972585,94.9648454812,walk
2008-06-18,5897.47819019,14.4337308692,-0.000186528205934,309.052558035,5897.47819019,14.4337308692,-0.000186528205934,309.052558035,5897.47819019,14.4337308692,-0.000186528205934,309.052558035,5897.47819019,14.4337308692,-0.000186528205934,309.052558035,8.32975849705,5.13634800795,1.97648004886,105.654888176,subway
2008-06-19,1606396.09619,23.1423875292,0.000531628680789,235.436638791,1606396.09619,23.1423875292,0.000531628680789,235.436638791,1606396.09619,23.1423875292,0.000531628680789,235.436638791,1606396.09619,23.1423875292,0.000531628680789,235.436638791,1533.7720337,8.84425007312,0.593653399072,119.844257521,train
2008-06-19,2385.74411945,1.31154742221,0.00610154716176,140.259576468,2385.74411945,1.31154742221,0.00610154716176,140.259576468,2385.74411945,1.31154742221,0.00610154716176,140.259576468,2385.74411945,1.31154742221,0.00610154716176,140.259576468,0.771524001189,0.387237195699,0.458184090467,127.005178553,walk
2008-06-20,396626.688723,23.255005618,-0.00027481372387,105.613639592,396626.688723,23.255005618,-0.00027481372387,105.613639592,396626.688723,23.255005618,-0.00027481372387,105.613639592,396626.688723,23.255005618,-0.00027481372387,105.613639592,179.106002879,9.35317771491,0.561543049314,119.163518319,train
2008-06-20,3625.18481925,7.61681534873,0.0305017256707,216.201044543,3625.18481925,7.61681534873,0.0305017256707,216.201044543,3625.18481925,7.61681534873,0.0305017256707,216.201044543,3625.18481925,7.61681534873,0.0305017256707,216.201044543,5.40226657577,3.96536727188,1.44960140472,124.144870397,taxi
2008-06-20,205718.555398,1.31816367792,0.010264850269,220.381553926,205718.555398,1.31816367792,0.010264850269,220.381553926,205718.555398,1.31816367792,0.010264850269,220.381553926,205718.555398,1.31816367792,0.010264850269,220.381553926,8292.51667366,0.527408711017,0.551893440874,75.8774733032,walk
2008-06-28,20994.1841492,9.38823152053,0.0103956754608,162.794248388,20994.1841492,9.38823152053,0.0103956754608,162.794248388,20994.1841492,9.38823152053,0.0103956754608,162.794248388,20994.1841492,9.38823152053,0.0103956754608,162.794248388,59.4120075542,4.72531568614,1.10239154322,106.446779717,taxi
2008-06-28,3740.85169499,1.60733825129,0.0455389976377,183.144288059,3740.85169499,1.60733825129,0.0455389976377,183.144288059,3740.85169499,1.60733825129,0.0455389976377,183.144288059,3740.85169499,1.60733825129,0.0455389976377,183.144288059,140.138795565,0.936711075541,1.05509054732,128.624425399,walk
2008-08-01,500574.689177,21.9819751501,0.000889353135564,85.9397680674,500574.689177,21.9819751501,0.000889353135564,85.9397680674,500574.689177,21.9819751501,0.000889353135564,85.9397680674,500574.689177,21.9819751501,0.000889353135564,85.9397680674,407.060676841,7.329046324,0.661611000324,40.6221129452,train
2008-08-01,65385.8022071,13.6734878595,0.00495030058938,147.033729945,65385.8022071,13.6734878595,0.00495030058938,147.033729945,65385.8022071,13.6734878595,0.00495030058938,147.033729945,65385.8022071,13.6734878595,0.00495030058938,147.033729945,526.645878039,8.00918158363,0.694842906539,63.2611436023,bus
